"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяет, что пользователь может успешно создать аккаунт через модальное окно.","1","checkCreateAccount","Surefire suite","Sun Jun 22 19:41:05 GMT 2025","skipped","Sun Jun 22 19:41:05 GMT 2025","tests.AccountTest","Surefire test","tests.AccountTest","checkCreateAccount"
"","1","setup","Surefire suite","Sun Jun 22 19:41:05 GMT 2025","broken","Sun Jun 22 19:41:05 GMT 2025","tests.AccountTest","Surefire test","tests.AccountTest","setup"
